slide_type,layout_variant,source,gesture,click_cost,click_score,tap_reveal_default,branch_count,branches,notes
danger_zone,trabalho-pep-trap-arena,bespoke,arena_trap,medium,2,yes,2,trabalho_pep_trap|trabalho_vf_nr32,dangerTapReveal
danger_zone,trap-reveal,bespoke,arena_trap,medium,2,yes,2,sonda_instalacao_protocolo|sonda_medicao_nex,dangerTapReveal
danger_zone,urgencias-choking-trap-arena,bespoke,arena_trap,medium,2,yes,1,urgencias_engasgo,dangerTapReveal
danger_zone,urgencias-exceto-trap-arena,bespoke,arena_trap,medium,2,no,1,urgencias_exceto_conduta,arena/trap
danger_zone,urgencias-manchester-trap,bespoke,arena_trap,medium,2,yes,1,urgencias_manchester_triagem,dangerTapReveal
danger_zone,urgencias-pediatric-trap-arena,bespoke,arena_trap,medium,2,yes,1,urgencias_rcp_pediatrico,dangerTapReveal
danger_zone,urgencias-protocol-trap-arena,bespoke,arena_trap,medium,2,no,5,urgencias_anafilaxia|urgencias_convulsao|urgencias_generico|urgencias_queimadura|urgencias_vf_protocolo,arena/trap
danger_zone,urgencias-rcp-trap-arena,bespoke,arena_trap,medium,2,yes,1,urgencias_rcp_sbv,dangerTapReveal
danger_zone,urgencias-shock-trap-arena,bespoke,arena_trap,medium,2,yes,1,urgencias_choque,dangerTapReveal
danger_zone,urgencias-stroke-trap-arena,bespoke,arena_trap,medium,2,yes,1,urgencias_avc_iam,dangerTapReveal
danger_zone,urgencias-trauma-trap-arena,bespoke,arena_trap,medium,2,yes,1,urgencias_xabcde_trauma,dangerTapReveal
danger_zone,vitals-classify-arena,bespoke,arena_trap,medium,2,yes,0,(não mapeado em BRANCH_DESIGN_MAP),dangerTapReveal
logic_flow,adolescent-exceto-isolate-tap,bespoke,other,medium,2,yes,1,adolescente_etica_sigilo,default
logic_flow,adolescent-z-classify-tap,bespoke,funnel,medium,2,yes,1,adolescente_antropometria,tap sequential (N steps)
logic_flow,burn-triage-tap-flow,bespoke,funnel,medium,2,yes,1,feridas_atendimento_inicial,tap sequential (N steps)
logic_flow,cam-alto-risco-elimination-tap,bespoke,funnel,medium,2,yes,1,cam_alto_risco,tap sequential (N steps)
logic_flow,cam-documentacao-vf-tap,bespoke,funnel,medium,2,yes,1,cam_documentacao,default
logic_flow,cam-exceto-tap-flow,bespoke,funnel,medium,2,yes,1,cam_exceto_conduta,tap sequential (N steps)
logic_flow,cards,generic,list_cards,medium,2,n/a,11,bacterianas_generico|cam_generico|cme_generico|cme_preparo_limpeza|cme_processamento_conceito|puncao_generico|respiratorio_asma_crise|respiratorio_dpoc_oxigenio|respiratorio_tecnica_inalador|urgencias_manchester_triagem|via_tecnica_admin,genérico; custo = N steps do JSON
logic_flow,crianca-dehydration-tap-flow,bespoke,funnel,medium,2,yes,1,crianca_desidratacao,tap sequential (N steps)
logic_flow,crianca-dev-tap-flow,bespoke,funnel,medium,2,yes,1,crianca_desenvolvimento,tap sequential (N steps)
logic_flow,crianca-feeding-tap-flow,bespoke,funnel,medium,2,yes,1,crianca_aleitamento_nutricao,tap sequential (N steps)
logic_flow,crianca-neonatal-tap-flow,bespoke,funnel,medium,2,yes,1,crianca_neonatologia,tap sequential (N steps)
logic_flow,crianca-pediatric-tap-flow,bespoke,funnel,medium,2,yes,1,crianca_generico,tap sequential (N steps)
logic_flow,crianca-puericultura-tap-flow,bespoke,funnel,medium,2,yes,1,crianca_aps_puericultura,tap sequential (N steps)
logic_flow,crianca-screening-tap-flow,bespoke,funnel,medium,2,yes,1,crianca_triagem_neonatal,tap sequential (N steps)
logic_flow,dose-calc-tap,bespoke,funnel,medium,2,yes,1,calc_dose_equivalencia,tap sequential (N steps)
logic_flow,etiology-elimination-tap,bespoke,funnel,medium,2,yes,1,bacterianas_agente_etiologico,tap sequential (N steps)
logic_flow,farmaco-protocol-tap-flow,bespoke,funnel,medium,2,yes,1,farmaco_clinico_protocolo,tap sequential (N steps)
logic_flow,horizontal,generic,list_cards,medium,2,n/a,2,calc_conceito|calc_generico,genérico; custo = N steps do JSON
logic_flow,itu-exceto-tap,bespoke,funnel,medium,2,yes,1,biosseg_iras_itu_cateter,default
logic_flow,iv-bundle-tap-flow,bespoke,funnel,medium,2,yes,1,puncao_ipcs_cvc,tap sequential (N steps)
logic_flow,iv-care-soft-stack,bespoke,funnel,medium,2,yes,0,(não mapeado em BRANCH_DESIGN_MAP),tap sequential (N steps)
logic_flow,iv-complication-tap-flow,bespoke,funnel,medium,2,yes,1,puncao_flebite,tap sequential (N steps)
logic_flow,iv-device-tap-flow,bespoke,funnel,medium,2,yes,1,puncao_dispositivo,tap sequential (N steps)
logic_flow,iv-exceto-tap-flow,bespoke,funnel,medium,2,yes,1,puncao_exceto,tap sequential (N steps)
logic_flow,iv-interval-tap-flow,bespoke,funnel,medium,2,yes,1,puncao_tempo,tap sequential (N steps)
logic_flow,iv-puncture-tap-flow,bespoke,funnel,medium,2,yes,1,puncao_periferica_antissepsia,tap sequential (N steps)
logic_flow,lab-vf-soft-stack,bespoke,funnel,medium,2,yes,0,(não mapeado em BRANCH_DESIGN_MAP),tap sequential (N steps)
logic_flow,mental-crisis-decision-tap,bespoke,funnel,medium,2,yes,1,mental_crise_caps,tap sequential (N steps)
logic_flow,mental-raps-classify-tap,bespoke,funnel,medium,2,yes,1,mental_raps_legis,tap sequential (N steps)
logic_flow,mulher-labor-tap-flow,bespoke,funnel,medium,2,yes,1,mulher_parto,tap sequential (N steps)
logic_flow,mulher-mama-tap-flow,bespoke,funnel,medium,2,yes,1,mulher_mama,tap sequential (N steps)
logic_flow,mulher-planejamento-tap-flow,bespoke,funnel,medium,2,yes,1,mulher_planejamento,tap sequential (N steps)
logic_flow,mulher-prenatal-tap-flow,bespoke,funnel,medium,2,yes,1,mulher_prenatal,tap sequential (N steps)
logic_flow,mulher-puerperio-tap-flow,bespoke,funnel,medium,2,yes,1,mulher_puerperio,tap sequential (N steps)
logic_flow,mulher-screening-tap-flow,bespoke,funnel,medium,2,yes,1,mulher_papanicolau,tap sequential (N steps)
logic_flow,oxygen-step-ladder,bespoke,rail,medium,2,n/a,0,(não mapeado em BRANCH_DESIGN_MAP),default
logic_flow,peri-preop-decision-tap,bespoke,funnel,medium,2,yes,1,perioperatorio_pre_operatorio,tap sequential (N steps)
logic_flow,peri-protocol-tap-flow,bespoke,funnel,medium,2,yes,1,perioperatorio_protocolo,tap sequential (N steps)
logic_flow,peri-srpa-decision-tap,bespoke,funnel,medium,2,yes,1,perioperatorio_pos_operatorio,tap sequential (N steps)
logic_flow,pni-calendar-elimination-tap,bespoke,funnel,medium,2,yes,1,imunizacao_calendario,tap sequential (N steps)
logic_flow,pni-cold-chain-tap,bespoke,funnel,medium,2,yes,1,imunizacao_cadeia_frio,default
logic_flow,pt-clitic-rail-tap-flow,bespoke,funnel,medium,2,yes,1,pt_pronomes_colocacao,tap sequential (N steps)
logic_flow,pt-comma-rail-tap-flow,bespoke,funnel,medium,2,yes,1,pt_pontuacao,tap sequential (N steps)
logic_flow,pt-crase-funnel-tap-flow,bespoke,funnel,medium,2,yes,1,pt_crase,tap sequential (N steps)
logic_flow,pt-subject-focus-tap-flow,bespoke,funnel,medium,2,yes,1,pt_concordancia,tap sequential (N steps)
logic_flow,pt-term-matrix-tap-flow,bespoke,funnel,medium,2,yes,1,pt_termos_oracao,tap sequential (N steps)
logic_flow,sae-decision-tap,bespoke,funnel,medium,2,yes,4,sae_documentacao|sae_etapas|sae_exceto|sae_generico,tap sequential (N steps)
logic_flow,sonda-decision-tap,bespoke,funnel,medium,2,yes,2,sonda_instalacao_protocolo|sonda_medicao_nex,tap sequential (N steps)
logic_flow,sp-protocol-tap-flow,bespoke,funnel,medium,2,yes,2,sp_eventos_adversos|sp_prevencao_quedas,tap sequential (N steps)
logic_flow,tb-vf-elimination-tap,bespoke,funnel,medium,2,yes,1,bacterianas_tuberculose,tap sequential (N steps)
logic_flow,urgencias-choking-tap-flow,bespoke,funnel,medium,2,yes,1,urgencias_engasgo,tap sequential (N steps)
logic_flow,urgencias-exceto-tap-flow,bespoke,funnel,medium,2,yes,1,urgencias_exceto_conduta,tap sequential (N steps)
logic_flow,urgencias-pediatric-tap-flow,bespoke,funnel,medium,2,yes,1,urgencias_rcp_pediatrico,tap sequential (N steps)
logic_flow,urgencias-protocol-tap-flow,bespoke,funnel,medium,2,yes,5,urgencias_anafilaxia|urgencias_convulsao|urgencias_generico|urgencias_queimadura|urgencias_vf_protocolo,tap sequential (N steps)
logic_flow,urgencias-rcp-tap-flow,bespoke,funnel,medium,2,yes,1,urgencias_rcp_sbv,tap sequential (N steps)
logic_flow,urgencias-shock-tap-flow,bespoke,funnel,medium,2,yes,1,urgencias_choque,tap sequential (N steps)
